HPfrb1ch02-0001	le               	LE SURVIVANT
HPfrb1ch02-0708	occuper          	Il était occupé à chercher quelque chose dans sa longue cape, mais sembla s’apercevoir qu’il était observé, car il leva brusquement les yeux vers le chat qui avait toujours le regard fixé sur lui à l’autre bout de la rue.
HPfrb1ch02-0709	chercher         	Il était occupé à chercher quelque chose dans sa longue cape, mais sembla s’apercevoir qu’il était observé, car il leva brusquement les yeux vers le chat qui avait toujours le regard fixé sur lui à l’autre bout de la rue.
HPfrb1ch02-0710	apercevoir       	Il était occupé à chercher quelque chose dans sa longue cape, mais sembla s’apercevoir qu’il était observé, car il leva brusquement les yeux vers le chat qui avait toujours le regard fixé sur lui à l’autre bout de la rue.
HPfrb1ch02-0711	brusquement      	Il était occupé à chercher quelque chose dans sa longue cape, mais sembla s’apercevoir qu’il était observé, car il leva brusquement les yeux vers le chat qui avait toujours le regard fixé sur lui à l’autre bout de la rue.
HPfrb1ch02-0712	bout             	Il était occupé à chercher quelque chose dans sa longue cape, mais sembla s’apercevoir qu’il était observé, car il leva brusquement les yeux vers le chat qui avait toujours le regard fixé sur lui à l’autre bout de la rue.
HPfrb1ch02-0713	vue              	Pour une raison quelconque, la vue du chat parut l’amuser.
HPfrb1ch02-0714	amuser           	Pour une raison quelconque, la vue du chat parut l’amuser.
HPfrb1ch02-0715	rire             	Il eut un petit rire et marmonna :
HPfrb1ch02-0716	marmonner        	Il eut un petit rire et marmonna :
HPfrb1ch02-0717	douter           	– J’aurais dû m’en douter.
HPfrb1ch02-0718	poche            	Il avait trouvé ce qu’il cherchait dans une poche intérieure.
HPfrb1ch02-0719	intérieur        	Il avait trouvé ce qu’il cherchait dans une poche intérieure.
HPfrb1ch02-0720	apparemment      	Apparemment, il s’agissait d’un briquet en argent.
HPfrb1ch02-0721	briquet          	Apparemment, il s’agissait d’un briquet en argent.
HPfrb1ch02-0722	relever          	Il en releva le capuchon, le tendit au-dessus de sa tête et l’alluma.
HPfrb1ch02-0723	capuchon         	Il en releva le capuchon, le tendit au-dessus de sa tête et l’alluma.
HPfrb1ch02-0724	tendre           	Il en releva le capuchon, le tendit au-dessus de sa tête et l’alluma.
HPfrb1ch02-0725	allumer          	Il en releva le capuchon, le tendit au-dessus de sa tête et l’alluma.
HPfrb1ch02-0726	réverbère        	Le réverbère le plus proche s’éteignit alors avec un petit claquement.
HPfrb1ch02-0727	proche           	Le réverbère le plus proche s’éteignit alors avec un petit claquement.
HPfrb1ch02-0728	éteindre         	Le réverbère le plus proche s’éteignit alors avec un petit claquement.
HPfrb1ch02-0729	claquement       	Le réverbère le plus proche s’éteignit alors avec un petit claquement.
HPfrb1ch02-0730	suivre           	L’homme alluma à nouveau le briquet – le réverbère suivant s’éteignit à son tour.
HPfrb1ch02-0731	tour             	L’homme alluma à nouveau le briquet – le réverbère suivant s’éteignit à son tour.
HPfrb1ch02-0732	douze            	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0733	actionner        	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0734	éteignoir        	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0735	rester           	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0736	lumière          	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0737	part             	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0738	point            	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0739	briller          	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0740	loin             	Douze fois, il actionna ainsi l’Éteignoir jusqu’à ce qu’il ne reste plus aucune lumière dans la rue, à part deux points minuscules qui brillaient au loin : c’étaient les yeux du chat, toujours fixés sur lui.
HPfrb1ch02-0741	quiconque        	Quiconque aurait regardé par une fenêtre en cet instant, même Mrs Dursley et ses petits yeux de fouine, aurait été incapable de voir le moindre détail de ce qui se passait dans la rue.
HPfrb1ch02-0742	fouine           	Quiconque aurait regardé par une fenêtre en cet instant, même Mrs Dursley et ses petits yeux de fouine, aurait été incapable de voir le moindre détail de ce qui se passait dans la rue.
HPfrb1ch02-0743	marcher          	Dumbledore rangea son Éteignoir dans la poche de sa cape et marcha en direction du numéro 4.
HPfrb1ch02-0744	direction        	Dumbledore rangea son Éteignoir dans la poche de sa cape et marcha en direction du numéro 4.
HPfrb1ch02-0745	muret            	Lorsqu’il y fut parvenu, il s’assit sur le muret, à côté du chat.
HPfrb1ch02-0746	accorder         	Il ne lui accorda pas un regard, mais après un moment de silence, il lui parla : – C’est amusant de vous voir ici, professeur McGonagall, dit-il.
HPfrb1ch02-0747	moment           	Il ne lui accorda pas un regard, mais après un moment de silence, il lui parla : – C’est amusant de vous voir ici, professeur McGonagall, dit-il.
HPfrb1ch02-0748	amusant          	Il ne lui accorda pas un regard, mais après un moment de silence, il lui parla : – C’est amusant de vous voir ici, professeur McGonagall, dit-il.
HPfrb1ch02-0749	ici              	Il ne lui accorda pas un regard, mais après un moment de silence, il lui parla : – C’est amusant de vous voir ici, professeur McGonagall, dit-il.
HPfrb1ch02-0750	professeur       	Il ne lui accorda pas un regard, mais après un moment de silence, il lui parla : – C’est amusant de vous voir ici, professeur McGonagall, dit-il.
HPfrb1ch02-0751	adresser         	Il tourna la tête pour adresser un sourire au chat tigré, mais celui-ci avait disparu.
HPfrb1ch02-0752	allure           	Dumbledore souriait à présent à une femme d’allure sévère avec des lunettes carrées qui avaient exactement la même forme que les motifs autour des yeux du chat.
HPfrb1ch02-0753	carré            	Dumbledore souriait à présent à une femme d’allure sévère avec des lunettes carrées qui avaient exactement la même forme que les motifs autour des yeux du chat.
HPfrb1ch02-0754	exactement       	Dumbledore souriait à présent à une femme d’allure sévère avec des lunettes carrées qui avaient exactement la même forme que les motifs autour des yeux du chat.
HPfrb1ch02-0755	forme            	Dumbledore souriait à présent à une femme d’allure sévère avec des lunettes carrées qui avaient exactement la même forme que les motifs autour des yeux du chat.
HPfrb1ch02-0756	motif            	Dumbledore souriait à présent à une femme d’allure sévère avec des lunettes carrées qui avaient exactement la même forme que les motifs autour des yeux du chat.
HPfrb1ch02-0757	tirer            	Ses cheveux étaient tirés en un chignon serré et elle avait l’air singulièrement agacée.
HPfrb1ch02-0758	chignon          	Ses cheveux étaient tirés en un chignon serré et elle avait l’air singulièrement agacée.
HPfrb1ch02-0759	singulièrement   	Ses cheveux étaient tirés en un chignon serré et elle avait l’air singulièrement agacée.
HPfrb1ch02-0760	agacer           	Ses cheveux étaient tirés en un chignon serré et elle avait l’air singulièrement agacée.
HPfrb1ch02-0761	moi              	– Comment avez-vous su que c’était moi ?
HPfrb1ch02-0762	raide            	– Mon cher professeur, je n’ai jamais vu un chat se tenir d’une manière aussi raide.
HPfrb1ch02-0763	brique           	– Vous aussi, vous seriez un peu raide si vous restiez assis toute une journée sur un mur de briques, répondit le professeur McGonagall.
HPfrb1ch02-0764	célébrer         	Alors que vous auriez pu célébrer l’événement avec les autres ?
HPfrb1ch02-0765	douzaine         	En venant ici, j’ai dû voir une bonne douzaine de fêtes et de banquets.
HPfrb1ch02-0766	fête             	En venant ici, j’ai dû voir une bonne douzaine de fêtes et de banquets.
HPfrb1ch02-0767	banquet          	En venant ici, j’ai dû voir une bonne douzaine de fêtes et de banquets.
HPfrb1ch02-0768	renifler         	Le professeur McGonagall renifla d’un air courroucé.
HPfrb1ch02-0769	agacement        	Oui, oui, je sais, tout le monde fait la fête, dit-elle avec agacement.
HPfrb1ch02-0770	prudent          	On aurait pu penser qu’ils seraient plus prudents, mais non, pas du tout !
HPfrb1ch02-0771	plonger          	Elle montra d’un signe de tête la fenêtre du salon des Dursley, plongé dans l’obscurité.
HPfrb1ch02-0772	obscurité        	Elle montra d’un signe de tête la fenêtre du salon des Dursley, plongé dans l’obscurité.
HPfrb1ch02-0773	vol              	Ils ont signalé des vols de hiboux…
HPfrb1ch02-0774	inévitable       	Il était inévitable qu’ils s’en aperçoivent.
HPfrb1ch02-0775	parier           	Je parie que c’est encore un coup de Dedalus Diggle.
HPfrb1ch02-0776	jugeote          	Il n’a jamais eu beaucoup de jugeote.
HPfrb1ch02-0777	douceur          	– On ne peut pas leur en vouloir, dit Dumbledore avec douceur.
HPfrb1ch02-0778	nous             	Nous n’avons pas eu grand-chose à célébrer depuis onze ans.
HPfrb1ch02-0779	onze             	Nous n’avons pas eu grand-chose à célébrer depuis onze ans.
HPfrb1ch02-0780	an               	Nous n’avons pas eu grand-chose à célébrer depuis onze ans.
HPfrb1ch02-0781	imprudence       	Tous ces gens ont été d’une imprudence folle.
HPfrb1ch02-0782	fou              	Tous ces gens ont été d’une imprudence folle.
HPfrb1ch02-0783	promener         	Se promener dans les rues en plein jour, à s’échanger les dernières nouvelles sans même prendre la précaution de s’habiller comme des Moldus !
HPfrb1ch02-0784	échanger         	Se promener dans les rues en plein jour, à s’échanger les dernières nouvelles sans même prendre la précaution de s’habiller comme des Moldus !
HPfrb1ch02-0785	précaution       	Se promener dans les rues en plein jour, à s’échanger les dernières nouvelles sans même prendre la précaution de s’habiller comme des Moldus !
HPfrb1ch02-0786	oblique          	Elle lança un regard oblique et perçant à Dumbledore, comme si elle espérait qu’il allait dire quelque chose, mais il garda le silence.
HPfrb1ch02-0787	percer           	Elle lança un regard oblique et perçant à Dumbledore, comme si elle espérait qu’il allait dire quelque chose, mais il garda le silence.
HPfrb1ch02-0788	garder           	Elle lança un regard oblique et perçant à Dumbledore, comme si elle espérait qu’il allait dire quelque chose, mais il garda le silence.
HPfrb1ch02-0789	beau             	– Nous serions dans de beaux draps, reprit-elle alors, si le jour où Vous-Savez-Qui semble enfin avoir disparu, les Moldus s’apercevaient de notre existence.
